SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
GLOBAL_1378476939337|151.178|-33.885|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|12:2|tmean|[1960_1990,1960_1990]|[aus,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378476939337/|0.0
COL_1378478119863|-73.454|4.082|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378478119863/|0.0
AFG_1378478827900|-74.057|4.611|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,afg]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AFG_1378478827900/|0.0
COL_1378480968001|-72.422|1.406|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378480968001/|0.0
GLOBAL_1378481240085|130.303|31.805|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[jpn,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378481240085/|0.0
GLOBAL_1378481947145|130.303|31.805|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[jpn,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378481947145/|0.0
GLOBAL_1378482570923|-73.125|3.513|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378482570923/|0.0
ARG_1378483825133|-0.554|53.065|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[gbr,arg]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/ARG_1378483825133/|0.0
GLOBAL_1378483900493|-76.655|2.462|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378483900493/|0.0
GLOBAL_1378483762787|-17.359|14.765|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|6:8|tmean|[1960_1990,1960_1990]|[sen,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378483762787/|0.0
GLOBAL_1378484680779|-17.359|14.765|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|6:8|tmean|[2020_2049,1960_1990]|[sen,global]|[30s,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1378484680779/|0.0
COL_1378485324061|-76.595|3.734|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|both|[1960_1990,2020_2049]|[col,col]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/COL_1378485324061/|0.0
PAN_1378485471786|-79.503|9.004|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pan,pan]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/PAN_1378485471786/|0.0
COL_1378485923961|-76.529|3.361|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378485923961/|0.0
GLOBAL_1378485905901|39.254|-6.817|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|12:2|tmean|[2020_2049,1960_1990]|[tza,global]|[30s,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1378485905901/|0.0
GLOBAL_1378486425955|39.254|-6.817|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|12:2|tmean|[1960_1990,1960_1990]|[tza,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378486425955/|0.0
GLOBAL_1378486467164|85.321|27.686|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|6:8|tmean|[1960_1990,1960_1990]|[npl,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378486467164/|0.0
GLOBAL_1378487970219|-74.082|4.633|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378487970219/|0.0
GLOBAL_1378489727417|-75.551|6.229|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378489727417/|0.0
GLOBAL_1378490263094|91.96939|40.99868|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378490263094/|0.0
COL_1378491756044|-74.079|4.611|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378491756044/|0.0
GLOBAL_1378492742699|-74.079|4.567|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378492742699/|0.0
GLOBAL_1378492994672|85.339|27.686|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|6:8|tmean|[2020_2049,1960_1990]|[npl,global]|[30s,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1378492994672/|0.0
COL_1378495397569|-75.694|4.501|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378495397569/|0.0
COL_1378496603650|-75.282|2.975|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378496603650/|0.0
GLOBAL_1378497058475|-15.445|27.942|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[esp,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378497058475/|0.0
COL_1378497213548|-75.837|5.574|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378497213548/|0.0
GLOBAL_1378497334720|-74.057|4.589|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378497334720/|0.0
GLOBAL_1378497397715|-75.576|6.235|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378497397715/|0.0
COL_1378499424197|-74.057|4.589|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378499424197/|0.0
COL_1378500908809|-73.574|7.146|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378500908809/|0.0
COL_1378501496375|-75.617|4.523|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,col]|[30s,30s]|[baseline,a2]|/var/www/analogues/outputs/COL_1378501496375/|0.0
GLOBAL_1378506278251|-71.367|4.916|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378506278251/|0.0
ARG_1378508956141|-74.035|4.589|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,arg]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/ARG_1378508956141/|0.0
COL_1378509088762|-72.651|1.957|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378509088762/|0.0
GLOBAL_1378510208175|-76.241|3.419|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378510208175/|0.0
COL_1378511117725|-76.191|3.398|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378511117725/|0.0
AGO_1378511591913|-76.188|3.396|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,ago]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AGO_1378511591913/|0.0
AGO_1378511724313|-76.164|3.404|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,ago]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AGO_1378511724313/|0.01
GLOBAL_1378513557507|-71.016|1.406|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378513557507/|0.0
GLOBAL_1378515171823|-75.485|5.019|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378515171823/|0.0
GLOBAL_1378517900436|-74.062|4.75|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378517900436/|0.0
GLOBAL_1378494339750|-77.388|1.0|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378494339750/|0.0
GLOBAL_1378520347474|-75.251|10.223|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378520347474/|0.0
COL_1378522398091|-71.222|6.862|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378522398091/|0.0
ECU_1378529003882|-78.52|-0.218|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[ecu,ecu]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/ECU_1378529003882/|0.0
GLOBAL_1378529512153|-78.465|-0.157|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ecu,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378529512153/|0.0
COL_1378551369546|-75.336|6.149|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,col]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/COL_1378551369546/|0.0
GLOBAL_1378551713884|-78.838|35.897|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378551713884/|0.0
COL_1378552359203|-75.336|6.149|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,col]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/COL_1378552359203/|0.0
COL_1378554350865|-73.508|9.429|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378554350865/|0.0
GLOBAL_1378555733626|-75.661|4.808|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378555733626/|0.0
CAF_1378556090375|-73.828|9.102|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,caf]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/CAF_1378556090375/|0.0
COL_1378556290101|-75.336|6.149|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,col]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/COL_1378556290101/|0.6
AUS_1378556186820|151.172|-33.886|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[aus,aus]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/AUS_1378556186820/|0.0
GLOBAL_1378559306250|-117.86|34.052|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378559306250/|0.0
GLOBAL_1378562789607|-116.572|43.57|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378562789607/|0.0
GLOBAL_1378564366401|-121.464|39.513|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378564366401/|0.0
GLOBAL_1378566404810|-75.617|4.994|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378566404810/|0.0
GLOBAL_1378569619608|-80.156|47.517|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378569619608/|0.0
GLOBAL_1378570118514|-43.318|-22.429|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[bra,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378570118514/|0.0
GLOBAL_1378572929690|-76.529|3.435|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378572929690/|0.0
GLOBAL_1378580140602|-75.815|8.452|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378580140602/|0.0
GLOBAL_1378584736351|-75.112|9.277|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378584736351/|0.0
COL_1378523818061|-75.597|6.272|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378523818061/|0.0
COL_1378585380290|-73.222|4.216|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378585380290/|0.0
GLOBAL_1378587294415|-97.559|35.254|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378587294415/|0.0
GLOBAL_1378587634638|-97.734|35.254|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378587634638/|0.0
COL_1378586552460|-73.486|4.085|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378586552460/|0.0
GLOBAL_1378587655290|7.99|52.25|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[deu,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378587655290/|0.0
GLOBAL_1378588330685|-98.924|18.749|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[mex,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378588330685/|0.0
GLOBAL_1378593694630|8.3714|38.04|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378593694630/|0.0
COL_1378595112568|-75.397|6.295|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378595112568/|0.0
GLOBAL_1378596771309|-74.057|4.589|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378596771309/|0.0
GLOBAL_1378597653153|135.435|34.884|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[jpn,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378597653153/|0.0
COL_1378597763988|-75.914|4.751|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378597763988/|0.0
GLOBAL_1378598550245|-121.67|36.82939|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378598550245/|0.0
COL_1378599531599|-75.581|6.268|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378599531599/|0.0
PAN_1378604335465|-75.221|4.435|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,pan]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/PAN_1378604335465/|0.0
GLOBAL_1378607930682|-93.329|18.349|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378607930682/|0.0
GLOBAL_1378608386166|-92.882|17.967|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[mex,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378608386166/|0.0
COL_1378610703071|-75.815|4.118|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a2]|/var/www/analogues/outputs/COL_1378610703071/|0.0
GLOBAL_1378610499299|152.08354|-27.53318|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378610499299/|0.0
COL_1378611413339|-76.518|3.416|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378611413339/|0.0
GLOBAL_1378611727844|152.08354|-27.53318|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378611727844/|0.0
GLOBAL_1378612126372|-74.531|5.966|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|tmean|[1960_1990,2020_2049]|[global,global]|[10min,2_5min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1378612126372/|0.0
GLOBAL_1378612981769|-69.609|-1.055|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378612981769/|0.0
COL_1378614098863|-74.057|4.625|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378614098863/|0.0
MEX_1378614655431|-99.012|19.33|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[mex,mex]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/MEX_1378614655431/|0.0
GLOBAL_1378623692906|-74.224|4.39|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378623692906/|0.0
GLOBAL_1378632566977|-74.035|4.578|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378632566977/|0.0
GLOBAL_1378641009227|-73.291|6.313|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378641009227/|0.0
GLOBAL_1378650038520|37.08|43.56|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378650038520/|0.0
GLOBAL_1378650539420|16.511|38.412|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378650539420/|0.0
GLOBAL_1378651249590|16.787|39.096|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378651249590/|0.0
GLOBAL_1378651381192|16.875|39.317|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378651381192/|0.0
PER_1378653002695|-75.716|-14.034|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[per,per]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/PER_1378653002695/|0.0
GLOBAL_1378653961574|-73.477|2.109|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378653961574/|0.0
COL_1378653976522|-76.276|4.085|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378653976522/|0.0
COL_1378655238668|-76.051|1.856|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1378655238668/|0.0
ITA_1378656687057|16.466|38.594|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ita,ita]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/ITA_1378656687057/|0.0
GLOBAL_1378657246711|16.511|38.412|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378657246711/|0.0
GLOBAL_1378657322323|16.511|38.412|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1378657322323/|0.0
COL_1378657945655|-75.441|1.869|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1378657945655/|0.0
