SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
GLOBAL_1373641531915|-120.245361328|36.72127388|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|both|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1373641531915/|0.0
CIV_1373643780715|-6.69320705406|6.49197109512|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|both|[1960_1990,2020_2049]|[civ,civ]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/CIV_1373643780715/|0.25
AUS_1373661655768|151.216135925|-33.9084037162|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|tmean|[1960_1990,2020_2049]|[aus,aus]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/AUS_1373661655768/|0.0
GLOBAL_1373687219198|-116.834106445|33.068527692|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[2_5min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1373687219198/|0.0
AUS_1373859603704|151.194163269|-33.304504947|ccafs|[ensemble,bccr_bcm2_0]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[aus,aus]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/AUS_1373859603704/|0.0
COL_1373917720171|-76.4382126423|3.36679945056|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1373917720171/|0.0
GLOBAL_1373917278438|-121.311035156|44.0560116958|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|prec|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1373917278438/|0.0
AUS_1373919538137|128.760081238|-29.2065046515|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1373919538137/|0.0
COL_1373993972184|-76.5944244954|3.21414421132|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|prec|[2020_2049,1960_1990]|[col,col]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/COL_1373993972184/|0.0
GHA_1374004291917|-0.222924255812|8.53139850162|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[gha,gha]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/GHA_1374004291917/|0.0
GLOBAL_1374033477870|-75.7053548098|4.48389707585|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[global,global]|[2_5min,2_5min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1374033477870/|0.0
GLOBAL_1374035927903|-75.7053548098|4.48389707585|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|prec|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1374035927903/|0.0
UGA_1374069317771|32.4018689612|0.546789564034|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[uga,uga]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/UGA_1374069317771/|0.0
GLOBAL_1374073195522|36.8208503723|-1.29301538608|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374073195522/|0.0
GLOBAL_1374073538183|36.8181037903|-1.28615067015|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|tmean|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1374073538183/|0.0
COL_1374141356352|-75.7143831253|4.47168481726|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1374141356352/|0.0
GLOBAL_1374152726579|-82.6171875|28.9216312824|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[global,global]|[2_5min,2_5min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1374152726579/|0.0
GLOBAL_1374152726579|-82.6171875|28.9216312824|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[global,global]|[2_5min,2_5min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1374152726579/|0.0
ESP_1374163489527|-3.68993243325|40.3516534821|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|3:9|prec|[1960_1990,2020_2049]|[esp,esp]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/ESP_1374163489527/|0.0
GLOBAL_1374165793810|-83.9575195313|9.81732918707|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374165793810/|0.0
SWE_1374299404153|18.984375|59.8889368968|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[swe,swe]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/SWE_1374299404153/|0.0
GLOBAL_1374299297268|9.140625|48.9224992638|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[global,global]|[2_5min,2_5min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1374299297268/|0.0
IND_1374456451367|78.5140813912|17.3353767763|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[ind,ind]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/IND_1374456451367/|0.0
GLOBAL_1374482162831|-0.208740234375|5.58318411199|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|3:10|prec|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374482162831/|0.0
GLOBAL_1374498909634|36.826171875|-1.29627611964|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374498909634/|0.5
GLOBAL_1374499695264|36.826171875|-1.29627611964|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374499695264/|0.3
GLOBAL_1374500252721|36.826171875|-1.29627611964|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374500252721/|0.2
GLOBAL_1374515334107|-102.875976562|44.3395652481|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[2_5min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1374515334107/|0.0
GLOBAL_1374521187274|36.8320083618|-1.29261852019|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374521187274/|0.0
GLOBAL_1374584270622|36.826171875|-1.29627611964|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374584270622/|0.3
GLOBAL_1374584937201|36.826171875|-1.29627611964|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374584937201/|0.2
UGA_1374590237799|34.3354627112|1.06858649576|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[2020_2049,2020_2049]|[uga,uga]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/UGA_1374590237799/|0.0
COL_1374590518999|-75.0676682087|3.4819499083|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1374590518999/|0.0
GLOBAL_1374591633275|36.826171875|-1.29627611964|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374591633275/|0.15
AFG_1374592307186|65.4594902825|34.3418569071|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|2:7|both|[1960_1990,2020_2049]|[afg,afg]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/AFG_1374592307186/|0.2
GLOBAL_1374608822745|36.8538663536|-1.22854348842|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|2:6|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374608822745/|0.0
GLOBAL_1374609464530|36.8538663536|-1.22854348842|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|2:6|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374609464530/|0.4
GLOBAL_1374610246634|36.8538663536|-1.22854348842|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|2:6|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374610246634/|0.3
GLOBAL_1374611782706|36.8538663536|-1.22854348842|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|2:6|tmean|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374611782706/|0.2
GLOBAL_1374612699191|36.8256998062|-1.29444195753|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|2:6|prec|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374612699191/|0.2
GLOBAL_1374673983530|36.807847023|-1.29993371381|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|2:6|prec|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1374673983530/|0.2
GLOBAL_1374770125692|-123.3984375|42.8115217451|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|prec|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1374770125692/|0.0
GLOBAL_1374770411656|-123.837890625|43.7075935041|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|both|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1374770411656/|0.0
UGA_1374776366253|32.5968762855|0.312421371629|ccafs|[ensemble,current]|[tmean]|[1]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[uga,uga]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/UGA_1374776366253/|0.2
UGA_1374776856688|34.1926404456|1.1180159705|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[uga,uga]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/UGA_1374776856688/|0.3
UGA_1374777722909|31.7131635169|1.68501317128|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[uga,uga]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/UGA_1374777722909/|0.3
COL_1374781267054|-76.299166927|3.51324820129|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1374781267054/|0.0
GLOBAL_1374781472575|-76.299166927|3.51324820129|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[2_5min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1374781472575/|0.0
COL_1374783141069|-74.3205978962|3.40518447227|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1374783141069/|0.0
PHL_1374803992002|121.142197509|16.660256596|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[phl,phl]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/PHL_1374803992002/|0.0
GLOBAL_1374877449672|-99.140625|37.7185903256|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[global,global]|[2_5min,2_5min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1374877449672/|0.0
GLOBAL_1375105115376|10.37109375|19.1036482517|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[2_5min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1375105115376/|0.8
GLOBAL_1375123836937|-2.4609375|19.4769502065|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[2_5min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1375123836937/|0.0
COL_1375202990655|-72.9310848805|5.71332511053|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|prec|[1960_1990,2020_2049]|[col,col]|[30s,30s]|[baseline,a1b]|/var/www/analogues/outputs/COL_1375202990655/|0.0
